Date,Open,High,Low,Close,Volume,Adj Close
2015-03-31,550.00246,554.712521,546.722468,548.002468,1588000,548.002468
2015-03-30,551.622503,553.472487,548.17249,552.032502,1287500,552.032502
2015-03-27,553.002509,555.282504,548.132463,548.342512,1897400,548.342512
2015-03-26,557.59255,558.90254,550.652497,555.172522,1572600,555.172522
2015-03-25,570.50259,572.262605,558.742555,558.787539,2152200,558.787539
2015-03-24,562.562541,574.592603,561.212525,570.192597,2583200,570.192597
2015-03-23,560.432554,562.362529,555.832536,558.81251,1643800,558.81251
2015-03-20,561.652513,561.722529,559.052548,560.362537,2616800,560.362537
2015-03-19,559.392531,560.802526,556.147548,557.992512,1197200,557.992512
2015-03-18,552.50248,559.782516,547.002472,559.502513,2134500,559.502513
2015-03-17,551.712472,553.802493,548.002468,550.842471,1805500,550.842471
2015-03-16,550.952514,556.852545,546.002476,554.512509,1640900,554.512509
2015-03-13,553.502476,558.402511,544.222448,547.322503,1703500,547.322503
2015-03-12,553.512513,556.37253,550.462462,555.512505,1389600,555.512505
2015-03-11,555.142533,558.142521,550.682486,551.182515,1820700,551.182515
2015-03-10,564.252539,564.852573,554.732534,555.012538,1792300,555.012538
2015-03-09,566.862541,570.272589,563.537566,568.852557,1062100,568.852557
2015-03-06,574.882583,576.682625,566.762536,567.687558,1659100,567.687558
2015-03-05,575.022616,577.912621,573.412609,575.332609,1389600,575.332609
2015-03-04,571.872619,577.112637,568.012546,573.372583,1876800,573.372583
2015-03-03,570.452587,575.392588,566.522559,573.64261,1704700,573.64261
2015-03-02,560.532559,572.152562,558.752531,571.342601,2129600,571.342601
2015-02-27,554.242482,564.712541,552.902503,558.402511,2410100,558.402511
2015-02-26,543.212476,556.142529,541.502464,555.482516,2311500,555.482516
2015-02-25,535.90245,546.222501,535.447406,543.872489,1825900,543.872489
2015-02-24,530.002419,536.792403,528.252381,536.092424,1005000,536.092424
2015-02-23,536.052398,536.441404,529.412422,531.912381,1457800,531.912381
2015-02-20,543.132484,543.75247,535.802444,538.952441,1444300,538.952441
2015-02-19,538.042413,543.11247,538.012424,542.872432,989100,542.872432
2015-02-18,541.402458,545.492471,537.512456,539.702422,1453000,539.702422
2015-02-17,546.83245,550.00246,541.092465,542.842443,1616800,542.842443
2015-02-13,543.352447,549.912491,543.132484,549.012501,1900300,549.012501
2015-02-12,537.252405,544.822482,534.675391,542.932472,1620200,542.932472
2015-02-11,535.302416,538.452412,533.380397,535.972405,1377700,535.972405
2015-02-10,529.302379,537.702431,526.922378,536.942412,1749800,536.942412
2015-02-09,528.002366,532.002411,526.022388,527.832406,1267700,527.832406
2015-02-06,527.64237,537.202402,526.412373,531.002415,1763500,531.002415
2015-02-05,523.792395,528.502395,522.092359,527.582391,1849700,527.582391
2015-02-04,529.2424,532.67442,521.272361,522.762349,1663600,522.762349
2015-02-03,528.002366,533.40243,523.262377,529.2424,2038600,529.2424
2015-02-02,531.732383,533.002407,518.552377,528.482381,2849800,528.482381
2015-01-30,515.862322,539.872444,515.522339,534.522445,5606300,534.522445
2015-01-29,511.002313,511.092313,501.202274,510.6623,4186300,510.6623
2015-01-28,522.782362,522.992349,510.002318,510.002318,1683800,510.002318
2015-01-27,529.972369,530.702398,518.19232,518.63237,1904000,518.63237
2015-01-26,538.532466,539.002444,529.672413,535.212448,1543700,535.212448
2015-01-23,535.592396,542.172453,533.002407,539.952437,2281700,539.952437
2015-01-22,521.482349,536.332401,519.702382,534.392388,2676900,534.392388
2015-01-21,507.252283,519.282346,506.202284,518.042373,2268700,518.042373
2015-01-20,511.002313,512.502307,506.018277,506.902294,2232000,506.902294
2015-01-16,500.012273,508.1923,500.002267,508.082288,2298200,508.082288
2015-01-15,505.572291,505.682303,497.762267,501.792271,2715800,501.792271
2015-01-14,494.652237,503.232286,493.002234,500.872267,2215500,500.872267
2015-01-13,498.842256,502.982272,492.392224,496.182251,2370400,496.182251
2015-01-12,494.942247,495.97823,487.562205,492.552239,2326700,492.552239
2015-01-09,504.7623,504.922285,494.792239,496.172244,2071300,496.172244
2015-01-08,497.992268,503.48227,491.002212,502.682285,3353500,502.682285
2015-01-07,507.002299,507.246285,499.652247,501.102268,2065000,501.102268
2015-01-06,515.002358,516.177334,501.052266,501.962262,2899900,501.962262
2015-01-05,523.262377,524.332389,513.062315,513.872306,2059800,513.872306
2015-01-02,529.012399,531.272382,524.102388,524.812404,1447500,524.812404
2014-12-31,531.252429,532.602384,525.802363,526.402397,1368200,526.402397
2014-12-30,528.092396,531.152424,527.132366,530.422394,876200,530.422394
2014-12-29,532.192385,535.482414,530.013375,530.332426,2278500,530.332426
2014-12-26,528.772422,534.252417,527.312364,534.032392,1040500,534.032392
2014-12-24,530.512424,531.761394,527.022384,528.772422,705900,528.772422
2014-12-23,527.00237,534.56241,526.292354,530.592416,2197600,530.592416
2014-12-22,516.082347,526.462376,516.082347,524.872383,2723700,524.872383
2014-12-19,511.512318,517.722342,506.91328,516.352313,3690200,516.352313
2014-12-18,512.952333,513.872306,504.70229,511.102319,2926700,511.102319
2014-12-17,497.002248,507.002299,496.812244,504.892295,2883100,504.892295
2014-12-16,511.562321,513.052308,489.00222,495.392242,3964200,495.392242
2014-12-15,522.742396,523.102392,513.272333,513.802351,2813400,513.802351
2014-12-12,523.512391,528.502395,518.662359,518.662359,1994500,518.662359
2014-12-11,527.802416,533.922411,527.102376,528.34241,1610800,528.34241
2014-12-10,533.082399,536.332401,525.562386,526.062353,1712200,526.062353
2014-12-09,522.142362,534.192438,520.502366,533.37244,1871300,533.37244
2014-12-08,527.132366,531.002415,523.792395,526.982357,2329300,526.982357
2014-12-05,531.002415,532.892425,524.282386,525.262369,2565600,525.262369
2014-12-04,531.1624,537.342434,528.592363,537.312445,1392100,537.312445
2014-12-03,531.442404,535.998416,529.262414,531.322384,1277900,531.322384
2014-12-02,533.512412,535.502427,529.802408,533.752389,1526600,533.752389
2014-12-01,538.902438,541.412434,531.862379,533.802391,2115300,533.802391
2014-11-28,540.622426,542.002431,536.602429,541.832471,1148300,541.832471
2014-11-26,540.882478,541.552467,537.044437,540.372473,1522900,540.372473
2014-11-25,539.002444,543.982471,538.60444,541.082428,1789900,541.082428
2014-11-24,537.652428,542.702471,535.622446,539.272471,1706300,539.272471
2014-11-21,541.612446,542.142464,536.562402,537.502419,2224200,537.502419
2014-11-20,531.252429,535.112442,531.082408,534.832438,1563300,534.832438
2014-11-19,535.002399,538.242425,530.082412,536.992415,1392200,536.992415
2014-11-18,537.502419,541.942452,534.172425,535.032449,1962600,535.032449
2014-11-17,543.582448,543.792436,534.063422,536.512399,1726000,536.512399
2014-11-14,546.682503,546.682503,542.15244,544.402446,1289500,544.402446
2014-11-13,549.80251,549.80251,543.482442,545.38249,1339300,545.38249
2014-11-12,550.392507,550.462462,545.172441,547.312465,1129600,547.312465
2014-11-11,548.492459,551.942473,546.302493,550.292501,965500,550.292501
2014-11-10,541.462437,549.592461,541.022449,547.492463,1134600,547.492463
2014-11-07,546.212464,546.212464,538.672437,541.012473,1633700,541.012473
2014-11-06,545.502448,546.887472,540.972446,542.042458,1333200,542.042458
2014-11-05,556.802542,556.802542,544.052487,545.922484,2032200,545.922484
2014-11-04,553.002509,555.502529,549.302481,554.112486,1244200,554.112486
2014-11-03,555.502529,557.902544,553.23251,555.222525,1382200,555.222525
